date,place,title,visitor_name,type,organisation,gender,race,party,nationality,note
2017-06-12,White House,Secretary of the Treasury,Steven Mnuchin,Cabinet member,,White,White,,,
2017-06-12,White House,Secretary of Commerce,Wilbur Ross,Cabinet member,,White,White,,,
2017-06-12,White House,Secretary of Agriculture,Sonny Perdue,Cabinet member,,White,White,,,
2017-06-12,By phone,"Tangier Island, Virginia, Mayor",James Eskridge,U.S. politician,,White,White,,,
2017-06-12,By phone,Former House Speaker,Newt Gingrich,U.S. politician,,White,White,Republican,,
2017-06-12,White House,Governor of South Carolina,Henry McMaster,U.S. politician,,White,White,Republican,,
2017-06-12,White House,Houston Texans Quarterback,Deshaun Watson,Celebrity/athlete,,Black,Black,,,Former Clemson University Quarterback
2017-06-12,White House,Clemson University Wide Receiver,Hunter Renfrow,Celebrity/athlete,,White,White,,,
2017-06-12,White House,Clemson University Football Coach,Dabo Swinney,Celebrity/athlete,,White,White,,,
2017-06-12,White House,President of Clemson University,James Clements,,,White,White,,,
2017-06-12,White House,Houston Texans Defensive Tackle,Carlos Watkins,Celebrity/athlete,,Black,Black,,,Former Clemson University Defensive Tackle
2017-06-12,White House,Former Clemson University Linebacker,Ben Boulware,Celebrity/athlete,,White,White,,,
2017-06-13,White House,Ohio Senator,Rob Portman,U.S. politician,,White,White,Republican,,
2017-06-13,White House,South Dakota Senator,John Thune,U.S. politician,,White,White,Republican,,
2017-06-13,White House,Pennsylvania Senator,Pat Toomey,U.S. politician,,White,White,Republican,,
2017-06-13,White House,Utah Senator,Mike Lee,U.S. politician,,White,White,Republican,,
2017-06-13,White House,Texas Senator,Ted Cruz,U.S. politician,,Hispanic,Hispanic,Republican,,
2017-06-13,White House,Tennessee Senator,Lamar Alexander,U.S. politician,,White,White,Republican,,
2017-06-13,White House,Wyoming Senator,John Barrasso,U.S. politician,,White,White,Republican,,
2017-06-13,White House,Colorado Senator,Cory Gardner,U.S. politician,,White,White,Republican,,
2017-06-13,White House,Arkansas Senator,Tom Cotton,U.S. politician,,White,White,Republican,,
2017-06-13,White House,Alaska Senator,Lisa Murkowski,U.S. politician,,White,White,Republican,,
2017-06-13,White House,Maine Senator,Susan Collins,U.S. politician,,White,White,Republican,,
2017-06-13,White House,Iowa Senator,Joni Ernst,U.S. politician,,White,White,Republican,,
2017-06-13,White House,Utah Senator,Orrin Hatch,U.S. politician,,White,White,Republican,,
2017-06-13,White House,Nevada Senator,Dean Heller,U.S. politician,,White,White,Republican,,
2017-06-13,White House,Wisconsin Senator,Ron Johnson,U.S. politician,,White,White,Republican,,
2017-06-13,Wisconsin,Wisconsin Governor,Scott Walker,U.S. politician,,White,White,Republican,,
2017-06-13,Wisconsin,Secretary of Labor,Alexander Acosta,,,Hispanic,Hispanic,Republican,,
2017-06-13,Wisconsin,Secretary of Education,Betsy DeVos,Cabinet member,,White,White,Republican,,
2017-06-13,Wisconsin,Secretary of Wisconsin Department of Workforce Development,Ray Allen,U.S. politician,,Black,Black,,,
2017-06-13,By phone,Secretary of State,Rex Tillerson,Cabinet member,,White,White,,,
2017-06-13,Wisconsin,Dean of Waukesha County Technical College School of Applied Technologies,Mike Shiels,,,White,White,,,
2017-06-13,Wisconsin,Dean of Waukesha County Technical College District Board of Trustees,Mary Wehrheim,,,White,White,,,
2017-06-13,Wisconsin,Superintendent of Waukesha School District,Todd Gray,,,White,White,,,
2017-06-13,Wisconsin,CEO of Oshkosh Corporation,Wilson Jones,Executive,,White,White,,,
2017-06-13,Wisconsin,CEO of Rockwell Automation,Blake Moret,Executive,,White,White,,,
2017-06-13,Wisconsin,CEO of Wisconsin Economic Development Corporation,Mark Hogan,Executive,,White,White,,,
2017-06-13,Wisconsin,CEO of Briggs & Stratton,Todd Teske,Executive,,White,White,,,
2017-06-13,Wisconsin,President of Mercury Marine,John Pfeifer,Executive,,White,White,,,
2017-06-13,Wisconsin,"Chairman, President and CEO of Quad Graphics",Joel Quadracci,Executive,,White,White,,,
2017-06-13,Wisconsin,CEO,Matthew Levatich,Executive,Harley Davidson,White,White,,,
2017-06-13,Wisconsin,,Michael Kushman,,,White,White,,,Obamacare Victim
2017-06-13,Wisconsin,,Tammy Kushman,,,White,White,,,Obamacare Victim
2017-06-13,Wisconsin,,Robert Stoll,,,White,White,,,Obamacare Victim
2017-06-13,Wisconsin,,Sarah Stoll,,,White,White,,,Obamacare Victim
2017-06-14,MedStar Washington Hospital Center,"Louisiana Representative, House Majority Whip",Steve Scalise,U.S. politician,,White,White,Republican,,
2017-06-14,MedStar Washington Hospital Center,Officer,Crystal Griner,,Capitol Police,Black,Black,,,
2017-06-14,By phone,,Fred Warmbier,,,White,White,,,
2017-06-14,By phone,Speaker of the House,Paul Ryan,U.S. politician,,White,White,Republican,,
2017-06-14,By phone,Senate Majority Leader,Mitch McConnell,U.S. politician,,White,White,Republican,,
2017-06-14,By phone,Chief of Police,Matthew R Verderosa,,Capitol Police,,,,,
2017-06-15,White House,Secretary of Labor,Alexander Acosta,,,Hispanic,Hispanic,Republican,,
2017-06-15,White House,Wisconsin Governor,Scott Walker,U.S. politician,,White,White,Republican,,
2017-06-15,White House,Governor of Kentucky,Matt Bevin,U.S. politician,,White,White,Republican,,
2017-06-15,White House,Virginia Representative,Bobby Scott,U.S. politician,,Black,Black,Democrat,,
2017-06-15,White House,North Carolina Representative,Virginia Foxx,U.S. politician,,White,White,Republican,,
2017-06-15,White House,Secretary of Commerce,Wilbur Ross,Cabinet member,,White,White,,,
2017-06-15,White House,Waukesha County Technical College Graduate,Charles Robel,,,White,White,,,
2017-06-15,White House,Governor of Oklahoma,Mary Fallin,U.S. politician,,White,White,Republican,,
2017-06-16,Miami,Governor of Florida,Rick Scott,U.S. politician,,White,White,Republican,,
2017-06-16,Miami,Florida Senator,Marco Rubio,U.S. politician,,Hispanic,Hispanic,Republican,,
2017-06-16,Miami,Florida Representative,Mario Diaz-Balart,U.S. politician,,Hispanic,Hispanic,Republican,,
2017-06-16,Miami,Florida Representative,Carlos Curbelo,U.S. politician,,Hispanic,Hispanic,Republican,,
2017-06-16,Miami,Secretary of Agriculture,Sonny Perdue,Cabinet member,,White,White,,,
2017-06-16,Miami,Secretary of Commerce,Wilbur Ross,Cabinet member,,White,White,,,
2017-06-16,Miami,Secretary of Labor,Alexander Acosta,,,Hispanic,Hispanic,Republican,,
2017-06-16,Miami,,Cary Roque,,,Hispanic,Hispanic,,,Cuban Dissident
2017-06-16,By phone,President of Peru,Pedro Kuczynski Godard,Foreign leader,,Hispanic,Hispanic,,Peru,
2017-06-16,By phone,Prime Minister of Canada,Justin Trudeau,Foreign leader,,White,White,,Canada,
2017-06-16,Miami,Cuban Dissident,Jorge Luis Garcia Perez,,,Hispanic,Hispanic,,,
2017-06-16,Miami,Cuban Dissident,Angel Defana,,,Hispanic,Hispanic,,,
2017-06-19,White House,President of Panama,Juan Varela,Foreign leader,,Hispanic,Hispanic,,Panama,
2017-06-19,White House,Secretary of the Treasury,Steven Mnuchin,Cabinet member,,White,White,,,
2017-06-19,White House,Secretary of Homeland Security,John Kelly,Cabinet member,,White,White,,,
2017-06-19,White House,Director of the White House Office of Management and Budget,Mick Mulvaney,Cabinet member,,White,White,Republican,,
2017-06-19,White House,Secretary of Commerce,Wilbur Ross,Cabinet member,,White,White,,,
2017-06-19,White House,President and CEO,Ajay Banga,Executive,Mastercard,Asian,Asian,,,
2017-06-19,White House,CEO,Jeff Bezos,Executive,Amazon,White,White,,,
2017-06-19,White House,CEO,Zachary Bookman,Executive,OpenGov,White,White,,,
2017-06-19,White House,Co-Chief Executive,Safra Catz,Executive,Oracle,White,White,,,
2017-06-19,White House,CEO,Tim Cook,Executive,Apple,White,White,,,
2017-06-19,White House,Chairman,John Doerr,Executive,Kleiner Perkins Caufield & Byers,White,White,,,
2017-06-19,White House,CEO,Pat Gelsinger,Executive,VMware,White,White,,,
2017-06-19,White House,CEO,Alex Karp,Executive,Palantir,White,White,,,
2017-06-19,White House,CEO,Brian Krzanich,Executive,Intel,White,White,,,
2017-06-19,White House,CEO,Tom Leighton,Executive,Akamai,White,White,,,
2017-06-19,White House,CEO,Bill McDermott,Executive,SAP,White,White,,,
2017-06-19,White House,CEO,Steve Mollenkopf,Executive,Qualcomm,White,White,,,
2017-06-19,White House,CEO,Satya Nadella,Executive,Microsoft,American Indian,American Indian,,,
2017-06-19,White House,CEO,Shantanu Narayen,Executive,Adobe,American Indian,American Indian,,,
2017-06-19,White House,CEO,Ginni Rometty,Executive,IBM,White,White,,,
2017-06-19,White House,Executive Chairman,Eric Schmidt,Executive,Alphabet,White,White,,,
2017-06-19,White House,CEO,Julie Sweet,Executive,Accenture North America,White,White,,,
2017-06-19,White House,Partner,Peter Thiel,Executive,Peter Thiel Founders Fund,White,White,,,
2017-06-19,White House,President,Michael Drake,,Ohio State University,Black,Black,,,
2017-06-19,White House,Chancellor,Carol Folt,,University of North Carolina,White,White,,,
2017-06-20,White House,President of Ukraine,Petro Poroshenko,Foreign leader,,White,White,,Ukraine,
2017-06-20,By phone,Kentucky Senator,Rand Paul,U.S. politician,,White,White,Republican,,
2017-06-21,White House,Former New York City Mayor/Informal Trump Adviser,Rudy Giuliani,U.S. politician,,White,White,Republican,,
2017-06-21,White House,Former NSA Director,Keith Alexander,,,White,White,,,
2017-06-21,By phone,Crown Prince of Saudi Arabia,Mohammad bin Salman Al Saud,Foreign leader,,White,White,,Saudi Arabia,
2017-06-21,White House,Secretary of Health and Human Services,Tom Price,Cabinet member,,White,White,,,
2017-06-21,White House,"Homemaker, Farmer in Henry County, Missouri",Candace Fowler,,,White,White,,,
2017-06-21,White House,Radiologist,Douglas Lake,,,White,White,,,
2017-06-21,White House,"Student in Clinton, Missouri",Tommie McClain,,,Black,Black,,,
2017-06-21,White House,President,Steve Gaswint,Executive,Black Run Transmission Inc.,White,White,,,
2017-06-21,White House,Insurance Agent,Stephanie McClain,,,White,White,,,
2017-06-21,White House,Retired Cattle Rancher and Small Business Owner,Nancy Nycum,,,White,White,,,
2017-06-21,White House,Retired,Jim Blundell,,,White,White,,,
2017-06-21,White House,Photographer and Recreational Assistant,Kevin Walker,,,White,White,,,
2017-06-21,Iowa,Secretary of Agriculture,Sonny Perdue,Cabinet member,,White,White,,,
2017-06-21,Iowa,Secretary of Commerce,Wilbur Ross,Cabinet member,,White,White,,,
2017-06-21,Iowa,Iowa Representative,Rod Blum,U.S. politician,,White,White,Republican,,
2017-06-21,Iowa,"U.S. Ambassador to China, Former Iowa Governor",Terry Branstad,U.S. politician,,White,White,Republican,,
